0 		0
0.5	0.5	0.5
0.98875	0.98875	0.98875
1.45525	1.45525	1.45525
1.88901	1.88901	1.88901
2.28027	2.28027	2.28027
2.62022	2.62022	2.62022
2.90122	2.90122	2.90122
3.11694	3.11694	3.11694
3.26252	3.26252	3.26252
3.3347	3.3347	3.3347
3.33185	3.33185	3.33185
3.25404	3.25404	3.25404
3.10301	3.10301	3.10301
2.88215	2.88215	2.88215
2.59646	2.59646	2.59646
2.25234	2.25234	2.25234
1.85754	1.85754	1.85754
1.42095	1.42095	1.42095
0.952387	0.952387	0.952387
0.462396	0.462396	0.462396
-0.0379994	-0.0379994	-0.0379994
-0.53754	-0.53754	-0.53754
-1.02499	-1.02499	-1.02499
-1.48937	-1.48937	-1.48937
-1.92024	-1.92024	-1.92024
-2.30791	-2.30791	-2.30791
-2.64365	-2.64365	-2.64365
-2.9199	-2.9199	-2.9199
-3.13046	-3.13046	-3.13046
-3.27059	-3.27059	-3.27059
-3.33712	-3.33712	-3.33712
-3.32857	-3.32857	-3.32857
-3.24513	-3.24513	-3.24513
-3.08867	-3.08867	-3.08867
-2.86272	-2.86272	-2.86272
-2.57236	-2.57236	-2.57236
-2.22411	-2.22411	-2.22411
-1.82583	-1.82583	-1.82583
-1.38646	-1.38646	-1.38646
-0.915901	-0.915901	-0.915901
-0.424732	-0.424732	-0.424732
0.075994	0.075994	0.075994
0.57501	0.57501	0.57501
1.06109	1.06109	1.06109
1.52329	1.52329	1.52329
1.95122	1.95122	1.95122
2.33525	2.33525	2.33525
2.66673	2.66673	2.66673
2.93821	2.93821	2.93821
3.14359	3.14359	3.14359
3.27823	3.27823	3.27823
3.33911	3.33911	3.33911
3.32486	3.32486	3.32486
3.23581	3.23581	3.23581
3.07394	3.07394	3.07394
2.84292	2.84292	2.84292
2.54792	2.54792	2.54792
2.1956	2.1956	2.1956
1.79388	1.79388	1.79388
1.3518	1.3518	1.3518
0.879297	0.879297	0.879297
0.387013	0.387013	0.387013
-0.113979	-0.113979	-0.113979
-0.612406	-0.612406	-0.612406
-1.09705	-1.09705	-1.09705
-1.55702	-1.55702	-1.55702
-1.98195	-1.98195	-1.98195
-2.36229	-2.36229	-2.36229
-2.68947	-2.68947	-2.68947
-2.95615	-2.95615	-2.95615
-3.1563	-3.1563	-3.1563
-3.28545	-3.28545	-3.28545
-3.34067	-3.34067	-3.34067
-3.32072	-3.32072	-3.32072
-3.22606	-3.22606	-3.22606
-3.05881	-3.05881	-3.05881
-2.82274	-2.82274	-2.82274
-2.52316	-2.52316	-2.52316
-2.16681	-2.16681	-2.16681
-1.7617	-1.7617	-1.7617
-1.31696	-1.31696	-1.31696
-0.842579	-0.842579	-0.842579
-0.349244	-0.349244	-0.349244
0.151949	0.151949	0.151949
0.649722	0.649722	0.649722
1.13288	1.13288	1.13288
1.59054	1.59054	1.59054
2.01242	2.01242	2.01242
2.38902	2.38902	2.38902
2.71186	2.71186	2.71186
2.97369	2.97369	2.97369
3.16861	3.16861	3.16861
3.29224	3.29224	3.29224
3.34179	3.34179	3.34179
3.31615	3.31615	3.31615
3.2159	3.2159	3.2159
3.04329	3.04329	3.04329
2.80221	2.80221	2.80221
2.49807	2.49807	2.49807
2.13773	2.13773	2.13773
1.72929	1.72929	1.72929
1.28194	1.28194	1.28194
0.805752	0.805752	0.805752
0.31143	0.31143	0.31143
-0.189899	-0.189899	-0.189899
-0.686955	-0.686955	-0.686955
-1.16855	-1.16855	-1.16855
-1.62386	-1.62386	-1.62386
-2.04263	-2.04263	-2.04263
-2.41544	-2.41544	-2.41544
-2.73391	-2.73391	-2.73391
-2.99086	-2.99086	-2.99086
-3.18051	-3.18051	-3.18051
-3.29861	-3.29861	-3.29861
-3.34248	-3.34248	-3.34248
-3.31116	-3.31116	-3.31116
-3.20532	-3.20532	-3.20532
-3.02737	-3.02737	-3.02737
-2.78131	-2.78131	-2.78131
-2.47266	-2.47266	-2.47266
-2.10838	-2.10838	-2.10838
-1.69666	-1.69666	-1.69666
-1.24677	-1.24677	-1.24677
-0.768821	-0.768821	-0.768821
-0.273576	-0.273576	-0.273576
0.227825	0.227825	0.227825
0.724099	0.724099	0.724099
1.20408	1.20408	1.20408
1.65697	1.65697	1.65697
2.07258	2.07258	2.07258
2.44156	2.44156	2.44156
2.7556	2.7556	2.7556
3.00764	3.00764	3.00764
3.192	3.192	3.192
3.30455	3.30455	3.30455
3.34275	3.34275	3.34275
3.30573	3.30573	3.30573
3.19433	3.19433	3.19433
3.01107	3.01107	3.01107
2.76005	2.76005	2.76005
2.44693	2.44693	2.44693
2.07876	2.07876	2.07876
1.66381	1.66381	1.66381
1.21143	1.21143	1.21143
